#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
zOTU_2694	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2695	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Parabacteroides	
zOTU_2696	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2699 	k__Bacteria						
zOTU_2698	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2697	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Sporobacter	
zOTU_2700	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	
zOTU_2701	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__PAC001079
zOTU_2702	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
zOTU_2704	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2703	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2705	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2706	k__Bacteria	p__Deferribacteres	c__Deferribacteres	o__Deferribacterales	f__Deferribacteraceae	g__Mucispirillum	s__Mucispirillum schaedleri
zOTU_2708	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2709	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2707	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC001106
zOTU_2712	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	
zOTU_2710	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001573	s__PAC001573
zOTU_2711	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001573	s__EU509323
zOTU_2713	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159571	
zOTU_2714	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2718 	k__Bacteria						
zOTU_2715	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2716	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2719	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159571	
zOTU_2717	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2720	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2721	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	
zOTU_2722	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	s__PAC001193
zOTU_2723	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerotignum	
zOTU_2724	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2727	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2725	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159600	s__PAC002179
zOTU_2726	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002109
zOTU_2728	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2729	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2733 	k__Bacteria						
zOTU_2732	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2734 	k__Bacteria						
zOTU_2730	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC001144	s__PAC001620
zOTU_2731	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
zOTU_2737	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	s__PAC001193
zOTU_2736	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	s__PAC002011
zOTU_2735	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2739	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2738	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000683	
zOTU_2742 	k__Bacteria						
zOTU_2740	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
zOTU_2741	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159571	
zOTU_2744	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2743	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002109
zOTU_2748	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	
zOTU_2747	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2746	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus vitulinus
zOTU_2745	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001609	s__PAC001610
zOTU_2749	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159600	s__PAC002179
zOTU_2752 	k__Bacteria						
zOTU_2751	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	
zOTU_2750	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2754 	k__Bacteria						
zOTU_2755 	k__Bacteria						
zOTU_2753	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2756	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
zOTU_2757	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2760 	k__Bacteria						
zOTU_2759	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2758	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2763	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	s__PAC001193
zOTU_2761	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2762	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2764	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	s__PAC001193
zOTU_2766 	k__Bacteria						
zOTU_2765	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
zOTU_2767	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2770	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales			
zOTU_2768	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001609	s__AF371681
zOTU_2769	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__PAC002410
zOTU_2772	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC001106
zOTU_2771	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2775	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2773	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001609	s__AF371681
zOTU_2774	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001612	s__PAC001612
zOTU_2776	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2778	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2781 	k__Bacteria						
zOTU_2777	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__Bilophila wadsworthia
zOTU_2779	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159600	s__PAC002179
zOTU_2780	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001609	s__AF371681
zOTU_2782	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2783	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__Enterorhabdus mucosicola
zOTU_2784	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales			
zOTU_2785	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2786	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__PAC001079
zOTU_2790 	k__Bacteria						
zOTU_2788	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2789	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	
zOTU_2787	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__PAC001266	
zOTU_2791	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000748	
zOTU_2792	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2794	k__Bacteria	p__Deferribacteres	c__Deferribacteres	o__Deferribacterales	f__Deferribacteraceae	g__Mucispirillum	s__Mucispirillum schaedleri
zOTU_2793	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	s__PAC002011
zOTU_2795	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	s__Christensenella timonensis
zOTU_2796	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2797	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales			
zOTU_2798	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerotignum	
zOTU_2799	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2801	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Gemella	g__Gemella	
zOTU_2802	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2800	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001609	s__PAC001610
zOTU_2804	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	
zOTU_2803	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2805	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2806	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Eubacterium4	s__DQ382351
zOTU_2808	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2807	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001612	s__PAC001612
zOTU_2809	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
zOTU_2810	k__Bacteria	p__Deferribacteres	c__Deferribacteres	o__Deferribacterales	f__Deferribacteraceae	g__Mucispirillum	s__Mucispirillum schaedleri
zOTU_2811	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2813	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC001323	s__PAC001323
zOTU_2814	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Caproiciproducens	s__HQ780956
zOTU_2812	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2815	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Dehalobacterium	g__PAC002390	s__PAC002390
zOTU_2817	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	
zOTU_2816	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2818	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001092	s__PAC001742
zOTU_2819	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2820	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159600	s__KE159600
zOTU_2825 	k__Bacteria						
zOTU_2822	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000186	s__PAC001064
zOTU_2821	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2823	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus vitulinus
zOTU_2824	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__PAC002410
zOTU_2826	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2827	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2828	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2830	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2829	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2832	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2831	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2834	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__PAC001362	s__PAC001362
zOTU_2833	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales			
zOTU_2835	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2839 	k__Bacteria						
zOTU_2838	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	
zOTU_2836	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001573	s__PAC001573
zOTU_2837	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001609	s__PAC001610
zOTU_2840	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000683	
zOTU_2843	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2841	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2842	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Caproiciproducens	s__HQ780956
zOTU_2844	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__PAC001978
zOTU_2845	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2851 	k__Bacteria						
zOTU_2848	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC001323	s__PAC001323
zOTU_2850 	k__Bacteria						
zOTU_2847	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2846	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillibacter	
zOTU_2849	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2852	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__FJ880790	s__FJ880790
zOTU_2853	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
zOTU_2854	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2855	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2861 	k__Bacteria						
zOTU_2858	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2857	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__PAC002481
zOTU_2856	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159600	s__PAC001232
zOTU_2860	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159600	s__PAC001901
zOTU_2859	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__Bilophila wadsworthia
zOTU_2862	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Caproiciproducens	s__HQ780956
zOTU_2863	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales			
zOTU_2864	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__FCNB	s__PAC002389
zOTU_2865	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000683	
zOTU_2866	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001270	s__PAC001680
zOTU_2868	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2867	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC002375	s__PAC002375
zOTU_2870	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000683	
zOTU_2869	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2871	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales			
zOTU_2872	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__Enterorhabdus mucosicola
zOTU_2873	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	s__GQ448104
zOTU_2875 	k__Bacteria						
zOTU_2876	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2874	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2878	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2877 	k__Bacteria						
zOTU_2879	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__PAC002481
zOTU_2880	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC002375	s__PAC002375
zOTU_2881	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002012
zOTU_2884	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2882	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2883	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2887 	k__Bacteria						
zOTU_2885	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2886	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2888	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000186	s__PAC001064
zOTU_2889	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Sporobacter	
zOTU_2890	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales			
zOTU_2892	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	s__AB626901
zOTU_2891	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC002147	s__PAC002147
zOTU_2893	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	
zOTU_2895	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001270	
zOTU_2894	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001573	s__PAC001573
zOTU_2896	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2898	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenella	s__PAC001140
zOTU_2897	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2899	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2900	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__AB218327	
zOTU_2903	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2901	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__PAC001978
zOTU_2902	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2907 	k__Bacteria						
zOTU_2904	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2908	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2905	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__FCNB	s__PAC002389
zOTU_2909	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__PAC002481
zOTU_2906	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__AFUN
zOTU_2910	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales			
zOTU_2911	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2913 	k__Bacteria						
zOTU_2912	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000683	
zOTU_2914	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2915	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2916	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
zOTU_2918	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC002147	s__PAC002147
zOTU_2917	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus animalis
zOTU_2919	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC001106
zOTU_2920	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2921	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2922	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__Enterorhabdus mucosicola
zOTU_2924	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__PAC001751
zOTU_2923	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000748	
